categories,rating_count,rating_min,rating_max,rating_mean,rating_std
Virus Removal Services,1,5.0,5.0,5.0,
Virginia Beach,1,2.0,2.0,2.0,
Bra Fitting,1,5.0,5.0,5.0,
Brakes-distributors (whls),1,1.0,1.0,1.0,
Vinyl Liner Replacements,1,5.0,5.0,5.0,
Apartment Finder,1,5.0,5.0,5.0,
Apartment Community,1,3.0,3.0,3.0,
Vinyl Graphics and Stickers,1,5.0,5.0,5.0,
Bread/Other Bakery Prod-Ex...,1,4.0,4.0,4.0,
Breakfast,1,1.0,1.0,1.0,
Brewery Consultants-business...,1,5.0,5.0,5.0,
Bridal Registries,1,2.0,2.0,2.0,
Bridal Shop submitted by...,1,5.0,5.0,5.0,
Bridal Shower,1,3.0,3.0,3.0,
Yarn Retail,1,5.0,5.0,5.0,
Apartment Buildings,1,2.0,2.0,2.0,
Briques et dalles imbriquées,1,5.0,5.0,5.0,
Anxiety and Stress,1,5.0,5.0,5.0,
Brithday Cakes,1,5.0,5.0,5.0,
British Car Mechanic (antique),1,5.0,5.0,5.0,
Yarn-wholesale,1,5.0,5.0,5.0,
Video Tapes & Discs-renting...,1,5.0,5.0,5.0,
Building Equipment Hire...,1,5.0,5.0,5.0,
Anniversary Gifts,1,5.0,5.0,5.0,
Building Maintenance,1,1.0,1.0,1.0,
Building Materials-Wholesale,1,5.0,5.0,5.0,
Visa and Passport Expediting...,1,5.0,5.0,5.0,
Apartment Rentals,1,1.0,1.0,1.0,
Appliance Rental,1,3.0,3.0,3.0,
Boxing,1,5.0,5.0,5.0,
Wallpapers & Wallcoverings...,1,5.0,5.0,5.0,
Body Piercing,1,5.0,5.0,5.0,
Body Piercing Studio,1,4.0,4.0,4.0,
Workspace,1,5.0,5.0,5.0,
Bog,1,2.0,2.0,2.0,
Wound Care,1,5.0,5.0,5.0,
Boiler Repair,1,2.0,2.0,2.0,
Voyage – Hôtels,1,4.0,4.0,4.0,
Bolts Nuts Screws Rivets...,1,3.0,3.0,3.0,
Volvo Repair,1,5.0,5.0,5.0,
Bonds-Bail,1,5.0,5.0,5.0,
Apartments for Rent near ASU,1,5.0,5.0,5.0,
Book Dealers-used & Rare,1,3.0,3.0,3.0,
Books-publishing & Printing...,1,4.0,4.0,4.0,
Boots,1,1.0,1.0,1.0,
Bottle Caps & Seals (mfrs),1,5.0,5.0,5.0,
Bottles (mfrs),1,5.0,5.0,5.0,
Apartments North Augusta SC,1,5.0,5.0,5.0,
Boucherie,1,5.0,5.0,5.0,
Voiture usagé à vendre,1,5.0,5.0,5.0,
Voice Guided,1,5.0,5.0,5.0,
Boxes Paper,1,5.0,5.0,5.0,
Vitamin Products-manufacturers,1,2.0,2.0,2.0,
Boxes-folding-manufacturers,1,5.0,5.0,5.0,
Boxes-paper (mfrs),1,2.0,2.0,2.0,
Visitor Guide,1,5.0,5.0,5.0,
Apartment complex,1,4.0,4.0,4.0,
Beekeepers,1,4.0,4.0,4.0,
Artificial Flowers-Wholesale,1,1.0,1.0,1.0,
Artiste peintre,1,5.0,5.0,5.0,
Automotive Fleet Service,1,5.0,5.0,5.0,
Automotive Performance,1,2.0,2.0,2.0,
Audio-visual Production...,1,5.0,5.0,5.0,
Automotive Repair,1,5.0,5.0,5.0,
Audio-visual Equipment...,1,3.0,3.0,3.0,
Automotive Repair Shops,1,5.0,5.0,5.0,
Automotive Service,1,5.0,5.0,5.0,
Wheel Alignment-frm/axle Svc...,1,5.0,5.0,5.0,
Automotive Trimming/apprl...,1,5.0,5.0,5.0,
Automotive Wholesale...,1,5.0,5.0,5.0,
Wetlands Consultants,1,1.0,1.0,1.0,
Aviation Consultants,1,5.0,5.0,5.0,
Western Snow Plow,1,1.0,1.0,1.0,
Audio-visual Consultants,1,4.0,4.0,4.0,
BAPA,1,5.0,5.0,5.0,
BMW Auto Repair Shop,1,5.0,5.0,5.0,
BMX Track,1,5.0,5.0,5.0,
BYU-Idaho Men's Apartments,1,5.0,5.0,5.0,
Baby gift,1,5.0,5.0,5.0,
Audio-Visual Equipment-Dealers,1,5.0,5.0,5.0,
Auberge,1,5.0,5.0,5.0,
Babysitting,1,5.0,5.0,5.0,
Winery Tours,1,5.0,5.0,5.0,
Bakers Equipment (whls),1,5.0,5.0,5.0,
Bakery and Cake Shop,1,4.0,4.0,4.0,
Balloon Rides,1,5.0,5.0,5.0,
Atlanta Town Car Service,1,2.0,2.0,2.0,
Balloons-Manned,1,4.0,4.0,4.0,
Automotive Information...,1,3.0,3.0,3.0,
When your ready to Go CALL JOE,1,2.0,2.0,2.0,
Welding Equipment & Supplies...,1,2.0,2.0,2.0,
Auto Accident Attorney,1,1.0,1.0,1.0,
Auto Repair Service,1,1.0,1.0,1.0,
Auto Repair facility,1,5.0,5.0,5.0,
Auto Registration,1,2.0,2.0,2.0,
Auto and Cycle Paint and Body...,1,2.0,2.0,2.0,
Automated External...,1,5.0,5.0,5.0,
Automated Kiosk,1,5.0,5.0,5.0,
Automobile Accessories,1,4.0,4.0,4.0,
Window Installation Contractor,1,3.0,3.0,3.0,
Window Coverings-dealers,1,4.0,4.0,4.0,
Auto Recovery,1,5.0,5.0,5.0,
Auto Oil Change Facility,1,2.0,2.0,2.0,
Auto Loan Center,1,2.0,2.0,2.0,
Auto Insurance,1,5.0,5.0,5.0,
Wigs Toupees & Hairpieces,1,5.0,5.0,5.0,
Automobile Racing Car...,1,5.0,5.0,5.0,
Automobile Radio & Stereo...,1,3.0,3.0,3.0,
Automobile Radios Sales...,1,5.0,5.0,5.0,
Wholesalers,1,5.0,5.0,5.0,
Automobile Restoration-Antique...,1,4.0,4.0,4.0,
Automobile Seatcovers Tops...,1,5.0,5.0,5.0,
Auto Glass repair,1,5.0,5.0,5.0,
Automobile-Remote Starter,1,4.0,4.0,4.0,
Wholesale Clubs,1,4.0,4.0,4.0,
Automobile-buyers (whls),1,5.0,5.0,5.0,
Automotive - New,1,5.0,5.0,5.0,
White Collar Crime Attorney,1,2.0,2.0,2.0,
Whiplash,1,5.0,5.0,5.0,
Balloons-manned,1,2.0,2.0,2.0,
Balloons-novelty & Toy,1,4.0,4.0,4.0,
Waterfront Community,1,4.0,4.0,4.0,
Bathroom Vanities,1,5.0,5.0,5.0,
Wedding Coordination,1,5.0,5.0,5.0,
Baths-Bath Houses Spas...,1,3.0,3.0,3.0,
Ashiatsu,1,5.0,5.0,5.0,
Bathtubs & Sinks-Repairing...,1,5.0,5.0,5.0,
Wedding Caterer,1,5.0,5.0,5.0,
Battery Charging Equipment...,1,5.0,5.0,5.0,
Wedding Bakeries,1,1.0,1.0,1.0,
Arts Organizations...,1,3.0,3.0,3.0,
Battery Repairing & Rebuilding...,1,3.0,3.0,3.0,
Battery Supplies,1,4.0,4.0,4.0,
Beach Entrance,1,5.0,5.0,5.0,
Arts & Cultural Organizations,1,5.0,5.0,5.0,
Artists-commercial,1,5.0,5.0,5.0,
Artists-Commercial,1,5.0,5.0,5.0,
Website Design and Development,1,5.0,5.0,5.0,
Website Design Service,1,5.0,5.0,5.0,
Webbing,1,5.0,5.0,5.0,
Web Print Video Graphic Design,1,5.0,5.0,5.0,
Beads (whls),1,4.0,4.0,4.0,
Bean Brokers & Dealers (whls),1,2.0,2.0,2.0,
Weaving & Mending Equipment...,1,4.0,4.0,4.0,
Bearings (whls),1,5.0,5.0,5.0,
Bearings-manufacturers,1,5.0,5.0,5.0,
Beauty & Spas,1,5.0,5.0,5.0,
Beauty Salons-equipment...,1,5.0,5.0,5.0,
Wax (whls),1,3.0,3.0,3.0,
Waterfront Weed Removal,1,4.0,4.0,4.0,
Wedding Coordinator,1,2.0,2.0,2.0,
Wedding Floral Bouquets,1,5.0,5.0,5.0,
Welcoming Service For...,1,2.0,2.0,2.0,
Bass Amps,1,5.0,5.0,5.0,
Wire & Cable-non-electric...,1,1.0,1.0,1.0,
Wire Rope (whls),1,4.0,4.0,4.0,
Wire-manufacturers,1,4.0,4.0,4.0,
Weight Control Services,1,2.0,2.0,2.0,
Bankruptcy Attorney Colorado...,1,5.0,5.0,5.0,
Weigh Station,1,5.0,5.0,5.0,
Bankruptcy Attorneys,1,5.0,5.0,5.0,
Banks Savings & Loan,1,2.0,2.0,2.0,
Wedding flowers,1,5.0,5.0,5.0,
Wedding Workouts,1,5.0,5.0,5.0,
Wiring & Cabling-home & Office...,1,5.0,5.0,5.0,
Wedding Videography,1,5.0,5.0,5.0,
Banquet Halls,1,3.0,3.0,3.0,
Wedding Up Dos,1,5.0,5.0,5.0,
Wisdom Teeth,1,5.0,5.0,5.0,
Bar/Restaurant,1,4.0,4.0,4.0,
Barber,1,5.0,5.0,5.0,
Wisdom teeth extraction,1,5.0,5.0,5.0,
Barber Shops,1,5.0,5.0,5.0,
Barrels & Drums-equipment...,1,3.0,3.0,3.0,
Women's Accessories Store,1,5.0,5.0,5.0,
Wedding Photographers,1,4.0,4.0,4.0,
Asphalt Curb Painting,1,5.0,5.0,5.0,
Base Exchange,1,3.0,3.0,3.0,
Baseball field,1,5.0,5.0,5.0,
Asphalt & Asphalt Products,1,5.0,5.0,5.0,
Baskets,1,5.0,5.0,5.0,
Animals-Pest Trappers,1,5.0,5.0,5.0,
Animal Rescue Relocation...,1,5.0,5.0,5.0,
Coal Mining & Shipping,1,5.0,5.0,5.0,
Tube-bending & Fabricating...,1,5.0,5.0,5.0,
Twines & Cordage-manufacturers,1,3.0,3.0,3.0,
dorm,1,4.0,4.0,4.0,
doughnuts,1,5.0,5.0,5.0,
Chicago Lincoln Park Towing,1,5.0,5.0,5.0,
Child Care - Registered Family...,1,5.0,5.0,5.0,
Child Care Center,1,5.0,5.0,5.0,
Child Care Services-Equipment...,1,5.0,5.0,5.0,
Child Development Programs,1,5.0,5.0,5.0,
Childrens & Infants Wear...,1,1.0,1.0,1.0,
Turkey Farms,1,3.0,3.0,3.0,
Air Conditioning System...,1,5.0,5.0,5.0,
Chimney & Fireplace Cleaning...,1,5.0,5.0,5.0,
Tulsa Auto Detailing,1,5.0,5.0,5.0,
Trust Service,1,5.0,5.0,5.0,
Bureau of Ocean Energy...,1,3.0,3.0,3.0,
Chinaware & Glassware-retail,1,1.0,1.0,1.0,
e-cig shop,1,4.0,4.0,4.0,
Trucks-Industrial (whls),1,3.0,3.0,3.0,
Air Conditioning Manufacturer...,1,2.0,2.0,2.0,
ejuice,1,5.0,5.0,5.0,
Air Conditioning Equipment...,1,1.0,1.0,1.0,
Chiropractic Care,1,5.0,5.0,5.0,
Chiropractic Doctor Info...,1,5.0,5.0,5.0,
Trucking-contract Hauling,1,5.0,5.0,5.0,
Air Conditioning Equip...,1,5.0,5.0,5.0,
Trucking-Liquid & Dry Bulk,1,5.0,5.0,5.0,
eliquid,1,5.0,5.0,5.0,
Chiropractors Equipment...,1,5.0,5.0,5.0,
Air Sealer,1,5.0,5.0,5.0,
Chemists-analytical...,1,5.0,5.0,5.0,
Typewriters,1,5.0,5.0,5.0,
Chemicals & Allied Products...,1,3.0,3.0,3.0,
consulting,1,3.0,3.0,3.0,
Centre de formation,1,4.0,4.0,4.0,
Centro comercial,1,5.0,5.0,5.0,
Centro de negocios,1,4.0,4.0,4.0,
Ceramic Equipment & Supplies,1,5.0,5.0,5.0,
Ceramics-instruction,1,5.0,5.0,5.0,
Cereals (mfrs),1,4.0,4.0,4.0,
copy machines for rent,1,2.0,2.0,2.0,
Chambers of Commerce,1,5.0,5.0,5.0,
Charleston Area Tours,1,5.0,5.0,5.0,
Uniform Rentals,1,2.0,2.0,2.0,
Charleston Divorce Lawyer,1,5.0,5.0,5.0,
corporate housing - Apartment...,1,5.0,5.0,5.0,
Unfurnished Apartment,1,1.0,1.0,1.0,
custom Design for bridal...,1,5.0,5.0,5.0,
custom tailor,1,5.0,5.0,5.0,
Charlotte Signs,1,5.0,5.0,5.0,
Charpentier,1,5.0,5.0,5.0,
Chaudière À La Granule,1,5.0,5.0,5.0,
disability accessability,1,5.0,5.0,5.0,
Chauffeur Service,1,5.0,5.0,5.0,
Check Your Account Balance,1,3.0,3.0,3.0,
Ubuntu Computer OEM,1,5.0,5.0,5.0,
document destruction shredding,1,1.0,1.0,1.0,
U.S. Representative,1,5.0,5.0,5.0,
Checks-printing (mfrs),1,5.0,5.0,5.0,
Chemicals,1,3.0,3.0,3.0,
escorts,1,3.0,3.0,3.0,
Choral Organizations,1,5.0,5.0,5.0,
Truck-washing & Cleaning,1,3.0,3.0,3.0,
Agricultural Products,1,5.0,5.0,5.0,
Cleaning Products Supplier,1,1.0,1.0,1.0,
Cleaning Services,1,5.0,5.0,5.0,
Cleanroom Components,1,5.0,5.0,5.0,
Windows-Repairing,1,5.0,5.0,5.0,
gcid:auto_body_shop,1,5.0,5.0,5.0,
Tree pruning,1,2.0,2.0,2.0,
gcid:physician,1,3.0,3.0,3.0,
glass table tops,1,5.0,5.0,5.0,
Clinique dentaire,1,5.0,5.0,5.0,
Clogged Drains,1,5.0,5.0,5.0,
Closets & Closet Accessories...,1,2.0,2.0,2.0,
Treadmills,1,5.0,5.0,5.0,
Traveling Fluff-N- Stuff...,1,1.0,1.0,1.0,
Closets Shelving & Organizaing,1,4.0,4.0,4.0,
Closets-Designing & Remodeling,1,5.0,5.0,5.0,
Clothing & Accessories-work,1,4.0,4.0,4.0,
Clothing Exchange,1,5.0,5.0,5.0,
Clothing Wholesaler,1,5.0,5.0,5.0,
Clothing-custom Made,1,5.0,5.0,5.0,
Cloud Services,1,5.0,5.0,5.0,
grocery,1,5.0,5.0,5.0,
Agricultural Consultants,1,2.0,2.0,2.0,
Clsc,1,5.0,5.0,5.0,
Club sportif,1,5.0,5.0,5.0,
Travel - Camps & Campgrounds,1,2.0,2.0,2.0,
Agents & Representatives,1,1.0,1.0,1.0,
Trash Service,1,5.0,5.0,5.0,
Cleaning Out,1,5.0,5.0,5.0,
Air Ambulance Service,1,3.0,3.0,3.0,
Truck-trailer (mfrs),1,5.0,5.0,5.0,
freight claims,1,4.0,4.0,4.0,
Christian College,1,1.0,1.0,1.0,
Christmas lighted house,1,5.0,5.0,5.0,
family practice physician,1,2.0,2.0,2.0,
Truck-Dealers-Used,1,4.0,4.0,4.0,
Church Of Christ,1,5.0,5.0,5.0,
financing a car Toronto,1,5.0,5.0,5.0,
Air Conditioning & Heating...,1,2.0,2.0,2.0,
Cider Mills,1,5.0,5.0,5.0,
Cirque,1,4.0,4.0,4.0,
Truck Roadsise Assistance,1,5.0,5.0,5.0,
Citrus Growers,1,2.0,2.0,2.0,
City Government-Courts,1,2.0,2.0,2.0,
City Government-Transportation...,1,4.0,4.0,4.0,
Truck Rental,1,2.0,2.0,2.0,
City Government-economic...,1,4.0,4.0,4.0,
food,1,5.0,5.0,5.0,
Truck Parts,1,5.0,5.0,5.0,
City Government-environmental...,1,1.0,1.0,1.0,
Air Cleaning & Purifying...,1,1.0,1.0,1.0,
Truck Driver-Leasing,1,1.0,1.0,1.0,
City Government-legal Counsel,1,1.0,1.0,1.0,
Truck Bodies & Equipment (whls...,1,3.0,3.0,3.0,
Truck Air Conditioning...,1,2.0,2.0,2.0,
City Government-urban Planning...,1,3.0,3.0,3.0,
City Govt-regulation/adm-comms...,1,4.0,4.0,4.0,
Civil and Criminal litigation...,1,1.0,1.0,1.0,
Claims Adjuster,1,5.0,5.0,5.0,
Centre d'information...,1,5.0,5.0,5.0,
Center,1,5.0,5.0,5.0,
company,1,3.0,3.0,3.0,
Cabs,1,5.0,5.0,5.0,
Venue,1,4.0,4.0,4.0,
Aluminum Products,1,2.0,2.0,2.0,
Cake Decorating Instruction...,1,1.0,1.0,1.0,
Cake Makers and Decorators,1,5.0,5.0,5.0,
Cakes,1,5.0,5.0,5.0,
air conditioning cleaning,1,5.0,5.0,5.0,
Vending Machines Supplies...,1,1.0,1.0,1.0,
Vending Machines,1,4.0,4.0,4.0,
air duct service,1,5.0,5.0,5.0,
Call Centres,1,5.0,5.0,5.0,
Camarillo Janitorial Services,1,5.0,5.0,5.0,
Camping Equipment,1,1.0,1.0,1.0,
Canada Customs,1,1.0,1.0,1.0,
aircraft recovery and...,1,2.0,2.0,2.0,
Vegetarian Dishes,1,5.0,5.0,5.0,
Vegan/vegatarian Restaurant,1,3.0,3.0,3.0,
Candles-wholesale,1,5.0,5.0,5.0,
Cannabis Doctor,1,1.0,1.0,1.0,
Alternators & Generators...,1,5.0,5.0,5.0,
Canning Equipment & Supplies...,1,5.0,5.0,5.0,
and Major Appliance Repair...,1,5.0,5.0,5.0,
Canvas Products,1,5.0,5.0,5.0,
apartment Complex,1,5.0,5.0,5.0,
Car Accident Lawyer,1,1.0,1.0,1.0,
Car Accident Lawyers,1,5.0,5.0,5.0,
Car Dealers,1,4.0,4.0,4.0,
Allergy & Immunology,1,3.0,3.0,3.0,
Café,1,4.0,4.0,4.0,
Cables Steel (mfrs),1,5.0,5.0,5.0,
Car Donations Center,1,5.0,5.0,5.0,
Cable/Wire-Installation-Voice...,1,1.0,1.0,1.0,
Burglar Alarm Systems...,1,2.0,2.0,2.0,
Video Equipment-security & Ind...,1,5.0,5.0,5.0,
Burial Needs,1,3.0,3.0,3.0,
Amusement Parks,1,3.0,3.0,3.0,
YouTube Video Production,1,5.0,5.0,5.0,
Video Discs & Tapes Dist...,1,4.0,4.0,4.0,
Amusement Park Rides Equipment...,1,1.0,1.0,1.0,
Buses-school Transportation...,1,4.0,4.0,4.0,
Amusement Devices,1,1.0,1.0,1.0,
Business Club,1,4.0,4.0,4.0,
Business Law Attorney,1,5.0,5.0,5.0,
Business Law Firm,1,5.0,5.0,5.0,
Viandes,1,5.0,5.0,5.0,
Business Phone Systems,1,5.0,5.0,5.0,
Youth Development,1,4.0,4.0,4.0,
Amusement,1,3.0,3.0,3.0,
American & Mediterranean...,1,1.0,1.0,1.0,
American,1,3.0,3.0,3.0,
Business Reorganization,1,5.0,5.0,5.0,
Amazon Locker,1,5.0,5.0,5.0,
Aluminum Rolling & Drawing Nec...,1,2.0,2.0,2.0,
Buyers Specialist,1,1.0,1.0,1.0,
CCTV Equipment and Services,1,1.0,1.0,1.0,
CTA Station,1,5.0,5.0,5.0,
Veterans care,1,5.0,5.0,5.0,
Cab Service In Oklahoma City,1,5.0,5.0,5.0,
Zumba,1,5.0,5.0,5.0,
Car Donation,1,4.0,4.0,4.0,
Valves-manufacturers,1,5.0,5.0,5.0,
Cemeteries,1,5.0,5.0,5.0,
Carpet Layers,1,2.0,2.0,2.0,
Carts-motorized,1,5.0,5.0,5.0,
Aircraft Storage,1,4.0,4.0,4.0,
Cash Grains Nec,1,5.0,5.0,5.0,
Aircraft Schools,1,5.0,5.0,5.0,
Used Car Sales Category,1,5.0,5.0,5.0,
Used Car Dealership,1,1.0,1.0,1.0,
Cash and Carry Wholesaler,1,5.0,5.0,5.0,
Castings (mfrs),1,4.0,4.0,4.0,
Casual Restaurant and Bar,1,4.0,4.0,4.0,
Cat sitter,1,5.0,5.0,5.0,
Used Auto Sales,1,1.0,1.0,1.0,
camp mana pine,1,5.0,5.0,5.0,
campground,1,5.0,5.0,5.0,
Catering Companies,1,5.0,5.0,5.0,
carpet cleaner boise,1,5.0,5.0,5.0,
Aircraft Engines & Engine...,1,5.0,5.0,5.0,
Catholic Charismatic Church,1,5.0,5.0,5.0,
Urology,1,5.0,5.0,5.0,
Cattery,1,1.0,1.0,1.0,
Urgent care: Walk in Clinic...,1,1.0,1.0,1.0,
Cellular Accessories,1,1.0,1.0,1.0,
Airbrush Tanning,1,5.0,5.0,5.0,
Airbrush Cr Ia,1,4.0,4.0,4.0,
Cellular provider,1,2.0,2.0,2.0,
climate control system,1,5.0,5.0,5.0,
Cement-manufacturers,1,1.0,1.0,1.0,
Upholstery Fabrics-retail,1,5.0,5.0,5.0,
Carriages-horse,1,5.0,5.0,5.0,
Carpet Cleaning,1,5.0,5.0,5.0,
All Terrain Vehicles,1,5.0,5.0,5.0,
Carpet & Rug-manufacturers,1,3.0,3.0,3.0,
Airport Transportation,1,5.0,5.0,5.0,
Valet Service,1,4.0,4.0,4.0,
auto sales & body shop,1,5.0,5.0,5.0,
Vacuum Equipment & Systems...,1,1.0,1.0,1.0,
Car Washing/Polishing Equip...,1,1.0,1.0,1.0,
Vacuum Cleaners-household...,1,2.0,2.0,2.0,
Vacuum Cleaners-Repairing...,1,5.0,5.0,5.0,
Airport Transport,1,5.0,5.0,5.0,
Airport Taxi,1,1.0,1.0,1.0,
Carbide Metals & Products...,1,5.0,5.0,5.0,
Carbon Products (whls),1,3.0,3.0,3.0,
aventure en traîneau à chiens,1,5.0,5.0,5.0,
Cardiac Surgery,1,5.0,5.0,5.0,
Vacation Home,1,3.0,3.0,3.0,
Career College,1,5.0,5.0,5.0,
Career Counselling,1,5.0,5.0,5.0,
bar,1,5.0,5.0,5.0,
beachwear,1,5.0,5.0,5.0,
Carnivals,1,3.0,3.0,3.0,
Utilities-Underground-Cable...,1,5.0,5.0,5.0,
Carpentry,1,5.0,5.0,5.0,
Carpet & Rug Dealers-new,1,4.0,4.0,4.0,
Aire Acondicionado,1,5.0,5.0,5.0,
Aircraft-Dealers,1,5.0,5.0,5.0,
brick pavers,1,5.0,5.0,5.0,
Carpet & Rug-distributors...,1,2.0,2.0,2.0,
brunch,1,5.0,5.0,5.0,
Stone-Retail,1,5.0,5.0,5.0,
Exercise Equipment-Retail,1,4.0,4.0,4.0,
Electric Motors-Distributors...,1,5.0,5.0,5.0,
Remote Control Programming,1,1.0,1.0,1.0,
Magasin de vins et spiritueux,1,5.0,5.0,5.0,
Record Label,1,5.0,5.0,5.0,
Magasin d'articles pour...,1,5.0,5.0,5.0,
Machinery-specially Designed...,1,5.0,5.0,5.0,
Machinery-rebuilding...,1,5.0,5.0,5.0,
Recording Studio Eqpt-Sound...,1,5.0,5.0,5.0,
Machinery-manufacturers,1,5.0,5.0,5.0,
Records Management,1,5.0,5.0,5.0,
Machine Tools-repairing/rebldg...,1,5.0,5.0,5.0,
Records Tapes Cd's Used...,1,5.0,5.0,5.0,
MTA Metro North RR,1,4.0,4.0,4.0,
Recreation Centre,1,5.0,5.0,5.0,
Recreation Program Consultants,1,5.0,5.0,5.0,
MSXC Race Location,1,5.0,5.0,5.0,
Recreational Vehicles,1,2.0,2.0,2.0,
Magazines-Subscription Agents,1,5.0,5.0,5.0,
Magazines-subscription Agents,1,2.0,2.0,2.0,
Magicians,1,5.0,5.0,5.0,
Managed Print Services,1,3.0,3.0,3.0,
Maple Sugar & Syrup,1,5.0,5.0,5.0,
Manufacturing facility,1,5.0,5.0,5.0,
Real Estate Agents and Brokers,1,3.0,3.0,3.0,
Real Estate Appraisers,1,5.0,5.0,5.0,
Manicure And Pedicure,1,4.0,4.0,4.0,
Real Estate Buyers...,1,3.0,3.0,3.0,
Malts & Hops (whls),1,3.0,3.0,3.0,
Magnets & Magnetic Devices...,1,5.0,5.0,5.0,
Make-Up Studios,1,5.0,5.0,5.0,
Make Ready Cleaning,1,2.0,2.0,2.0,
Real Estate Investments,1,1.0,1.0,1.0,
Mailing Services,1,5.0,5.0,5.0,
Mailing Machines & Equipment...,1,5.0,5.0,5.0,
Mail Order & Catalog Shopping,1,1.0,1.0,1.0,
Recreational Vehicles-storage,1,5.0,5.0,5.0,
Luxury Apartments Cincinnati,1,1.0,1.0,1.0,
Recruiting-Us Armed Forces,1,2.0,2.0,2.0,
Livestock-dealers (whls),1,5.0,5.0,5.0,
Local Products,1,5.0,5.0,5.0,
Local Mover,1,5.0,5.0,5.0,
Religious Goods,1,5.0,5.0,5.0,
Local Bank,1,5.0,5.0,5.0,
Lobbyists,1,4.0,4.0,4.0,
Loans-Automobile,1,5.0,5.0,5.0,
Livestock Hauling,1,5.0,5.0,5.0,
Locations,1,4.0,4.0,4.0,
Livestock Grooming,1,5.0,5.0,5.0,
Relocation Service,1,5.0,5.0,5.0,
Relocation Towing,1,5.0,5.0,5.0,
Livestock Buyers (whls),1,5.0,5.0,5.0,
Remodeling,1,5.0,5.0,5.0,
Remodeling & Additions,1,5.0,5.0,5.0,
Rehearsal Studio,1,5.0,5.0,5.0,
Lockers-wholesale,1,1.0,1.0,1.0,
Lumber-Wholesale,1,5.0,5.0,5.0,
Long-arm Machine Quilting,1,5.0,5.0,5.0,
Lumber-Retail,1,5.0,5.0,5.0,
Lumber Carriers,1,5.0,5.0,5.0,
Recycling Services,1,2.0,2.0,2.0,
Red Light Cam,1,2.0,2.0,2.0,
Low Cost Television...,1,4.0,4.0,4.0,
Redlands,1,5.0,5.0,5.0,
Long Term Care Facility,1,4.0,4.0,4.0,
Refrigeration Equipment-Truck...,1,2.0,2.0,2.0,
Long Island backflow test,1,5.0,5.0,5.0,
Loisirs – Attractions...,1,4.0,4.0,4.0,
Logging Companies (mfrs),1,5.0,5.0,5.0,
Logan Airport Transportation,1,5.0,5.0,5.0,
Log Splitting Equipment (whls),1,5.0,5.0,5.0,
Refrigeration & Air Cond...,1,5.0,5.0,5.0,
Maquiladora,1,5.0,5.0,5.0,
Real Estate - Commercial,1,5.0,5.0,5.0,
Marine Contractors & Designers,1,5.0,5.0,5.0,
RV Detailing,1,5.0,5.0,5.0,
Quilting Materials & Supplies,1,5.0,5.0,5.0,
Quilting Materials & Supplies...,1,5.0,5.0,5.0,
Quilts Retail,1,5.0,5.0,5.0,
Metal Finishers (Mfrs),1,3.0,3.0,3.0,
Metal Buildings,1,5.0,5.0,5.0,
Messenger Service,1,5.0,5.0,5.0,
Merchant Account,1,5.0,5.0,5.0,
Metal Goods-Manufacturers,1,4.0,4.0,4.0,
Mercedes BMW Lexus Full...,1,1.0,1.0,1.0,
Mentoring and Consulting,1,5.0,5.0,5.0,
Men's Clothing & Accessories...,1,5.0,5.0,5.0,
Men's Christian Fellowship,1,5.0,5.0,5.0,
Men & Women's Sportswear,1,3.0,3.0,3.0,
Race Track Equipment...,1,4.0,4.0,4.0,
Quilting,1,5.0,5.0,5.0,
Metal Slitting & Shearing,1,2.0,2.0,2.0,
Mediterranian restaurant,1,3.0,3.0,3.0,
Metallurgists,1,5.0,5.0,5.0,
Publishers-Directory & Guide...,1,1.0,1.0,1.0,
Metro Station,1,5.0,5.0,5.0,
Publishers-magazine (mfrs),1,4.0,4.0,4.0,
Publishing Consultants...,1,5.0,5.0,5.0,
Publishing-Desktop,1,5.0,5.0,5.0,
Pubs,1,4.0,4.0,4.0,
Pulp & Pulp Products (mfrs),1,5.0,5.0,5.0,
Metal Specialties,1,2.0,2.0,2.0,
Metal-distributors (whls),1,5.0,5.0,5.0,
Pumps & Pumping Equipment...,1,5.0,5.0,5.0,
Metal roofing contractor,1,4.0,4.0,4.0,
Purses and Accessories,1,5.0,5.0,5.0,
Metal Specialties (whls),1,2.0,2.0,2.0,
Quality Control Consultants,1,2.0,2.0,2.0,
Membership Sports & Recreation...,1,2.0,2.0,2.0,
Medical Transportation,1,1.0,1.0,1.0,
Real Estate - Agents...,1,1.0,1.0,1.0,
Material Handling Systems...,1,4.0,4.0,4.0,
Meat Packers (Mfrs),1,4.0,4.0,4.0,
Meat Brokers,1,5.0,5.0,5.0,
Mausoleum Builder,1,5.0,5.0,5.0,
Railroad Ties-manufacturers,1,5.0,5.0,5.0,
Mats & Matting-manufacturers,1,2.0,2.0,2.0,
Math Instructor,1,5.0,5.0,5.0,
Ranges & Stoves-dealers,1,5.0,5.0,5.0,
Meat-Wholesale,1,3.0,3.0,3.0,
Masjid,1,5.0,5.0,5.0,
Martial Arts Supplies...,1,5.0,5.0,5.0,
Marta Stop,1,4.0,4.0,4.0,
Markets & Grocers Equip...,1,3.0,3.0,3.0,
Market Place,1,5.0,5.0,5.0,
Marine Transportation...,1,1.0,1.0,1.0,
Meat Shop,1,5.0,5.0,5.0,
Rail Yard,1,4.0,4.0,4.0,
Medical Research,1,5.0,5.0,5.0,
